CNPJ/CPF,Incentivador,ESPORTE (Valor que pode aportar/ ano),CULTURA (valores aportados 2016),
20718525000174,CARBEL KOREA VEICULOS LTDA,1000,4000,
2220657000190,CONTINENTAL INN HOTEL LTDA.,1000,4000,
577065000102,ABASTECEDORA FAGUNDES LTDA ,1000,4000,
92253095000173,Saur Equipamentos S.A,1000,4000,
11250042000105,Metarlúrgica Luhrs,1000,4000,
2769826000145,Orsa Agenciadora de Serviços e Seguros Ltda.,1000,4000,
21593219000111,JCM SERVICOS DE FOMENTO MERCANTIL LTDA,1000,4000,
10234646000197,BRS Indústria de Móveis Ltda. ME,1000,4000,
86986296000187,Marajó Bella Via Automóveis Ltda,1000,4000,
44024255000160,Alfa Participações Internacionais Ltda,1000,4000,
6257528000127,GMAD - Placafoz - Comércio de Compensados LTDA,1000,4000,
1125487000100,Crivali Brasil Ltda.,1000,4000,
94949302000154,ADEMIR MATOS DE MELO ,1000,4000,
7110551000157,By Moto GV Veículos e Peças Ltda.,1000,4000,
79816807000157,Prosyst Desenvolvimento de Sistemas Ltda.,1000,4000,
93831832000130,Acrilys do Brasil Lainados Plásticos Ltda.,1000,4000,
13828203000112,DVS Comércio de Veículos Ltda.,1000,4000,
61681573000112,Fazenda Anacruz Ltda ,1000,4000,
13501065000162,VERDE AGRICOLA COMERCIO DE PECAS LTDA - ME,1000,4000,
11510710000188,Galaxie Comercio de Veiculos Ltda,"993,36","3973,42",
82611617000108,CIA Catarinense de Rádio e TV,"979,56","3918,23",
2748342000110,Industri aBaiana de Colchoes e Espumas Ltda,"979,13","3916,5",
15186494000118,São Gabriel Saneamento S.A.,975,3900,
18379427000108,TRANSLOG JL LTDA - ME,975,3900,
93801330000167,Supermercado Wagner Ltda.,950,3800,
46007837000163,Supermercado ASP Paraíso Ltda.,950,3800,
89639751000166,Comercial de Combustíveis Denardi Ltda.,940,3760,
6846349000125,Jose Alves Neto & Cia Ltda,"929,23","3716,92",
863510000192,Agrosuporte Catalão Ltda,921,3684,
7609800000153,AUGUSTA E RESPEITAVEL LOJA VIGILANTES DA VERDADE,920,3680,
86378189000176,PORCELANAS INDUSTRIAIS GERMER S/A,"909,73","3638,93",
61031480000142,TRANSAC TRANSPORTE RODOVIÃRIO LTDA,"906,93","3627,7",
59104422000150,Volkswagen do Brasil indústria de Veículos Automotores Ltda.,"906,75",3627,
2748357000188,Indústria Cerarense de Colchões e Espumas Ltda,"905,63","3622,5",
51769255000154,COMERCIO DE MATERIAIS PARA CONSTRUCAO JOLI LTDA,900,3600,
73506016000144,ESUCRI - ESCOLA SUPERIOR DE CRICIUMA LTDA,900,3600,
42787846000163,AB Comunicação e Cultura,"892,01","3568,03",
95213211000119,Cooperativa de Crédito de Livre Admissão Encosta Superior do Nordeste do RS - SICREDI Nordeste RS,"890,71","3562,82",
82916503000176,RBS TV Criciuma Ltda,"881,6","3526,39",
19157650000173,EMAC - Engenharia de Manutenção Ltda.,880,3520,
5787644000195,AGROFARM - PRODUTOS AGROQUIMICOS LTDA,879,3516,
5700405000156,O Vantajão Santa Fe Distribuidora de produtos Alimentícios Ltda,875,3500,
7208184000129,Ceará Motor Ltda,875,3500,
36153963000172,PROGNUM INFORMATICA S A,875,3500,
89972988000164,Rádio Itapema FM de Porto Alegre Ltda,"864,29","3457,17",
3561876000103,SMI COMERCIO DE ALIMENTOS LTDA,855,3420,
2292653000117,Fabricadora de Espumas e Colchoes Norte Paraense Ltda,"851,38","3405,5",
72395981000124,Comercial de Alimentos Kloppel Ltda.,850,3400,
95387569000168,INEA BRASIL IND E COM DE MOVEIS LTDA,850,3400,
8730884000141,REC GUARULHOS S.A.,837,3348,
2748323000193,Olinda Indústria e Comércio de Colchões Ltda,"836,5",3346,
464411000138,Supermercado Merc Compacto Atibaia Ltda.,"835,3","3341,2",
17571257000104,AUTO POSTO NORTE SUL EIRELI,"805,95","3223,78",
23942840000411,MAGNUS SERVICOS LTDA ,800,3200,
58419326000138,VICENTE & REGATIERI LTDA,800,3200,
16883860000150,Transportadora Beira Rio Ltda.,800,3200,
73505687000190,SYSTEMHAUS S.A. NORMALIZACAO E INFORMATIZACAO DE PROCESSOS ,800,3200,
10269578000100,WIDAL & MARCHIORETTO LTDA,800,3200,
3284057000158,Supermercado Sempre Fácil Ltda.,800,3200,
13086046000117,PRADO VASCONCELOS LTDA,"792,75",3171,
77980639000105,GERIBA DISTRIBUIDORA LTDA ,"784,31","3137,22",
82645029000195,TV Coligadas de Santa Catarina S.A,"783,65","3134,58",
75801936000110,Germer Porcelanas Finas S/A,"782,15","3128,59",
5053643000117,Comercial Ideal Mogi Ltda. ,"781,74","3126,94",
10236872000107,AIRTON CANDIDO SILVEIRA PROJETOS - ME ,"781,57","3126,26",
9093444000193,PROMAC VEICULOS MAQUINAS E ACESSORIOS LTDA,775,3100,
1118771000140,NOROESTE BEBIDAS LTDA,750,3000,
9217430000134,CONDOR  PINCEIS   LTDA ,750,3000,
47026067000169,Olhos D'agua Indústria e Comércio de Carnes Ltda,750,3000,
3684175000153,ESTAR BEM DISTRIBUIDORA DE ALIMENTOS LTDA,750,3000,
25100371000176,"Certo Distribuição Ltda_x000D_
",750,3000,
2516479000149,Lavouna Insumos Ltda,750,3000,
3467853000126,Quinteto Villa Lobos Produções Artísticas Ltda.,750,3000,
91360420000134,COOPERATIVA DOS SUINOCULTORES DO CAÍ SUPERIOR LTDA,750,3000,
96206941000155,UGGERI SA ,750,3000,
62937347000112,Transamérica Holdings Ltda,750,3000,
56786262000188,"Deltapar - Administração, Participações e Representações Ltda.",750,3000,
21898875000122,AGRONEGOCIOS OKADA E OLIVEIRA LTDA - ME,750,3000,
92475250000104,Multinova Industria de Embalagens Plásticas Ltda,750,3000,
279531000165,Tupan Construções Ltda,750,3000,
20781349000115,DRUZIKI SUPERMERCADOS LTDA.,750,3000,
111511000180,DELTA CABLE TELE INFORMÁTICA COM E REP COMERCIAIS LTDA,750,3000,
7907178000160,SETTA ENGENHARIA LTDA,750,3000,
93966828000422,Conesul Soluções Ambientais Ltda,750,3000,
2230611000151,Vina Equipamentos e Construções  ltda ,750,3000,
7577414000127,Comercial Maia Ltda,750,3000,
8097252000192,Auto shop Teresina ltda ,750,3000,
3678526000113,ITAVEMA FRANCE VEÍCULOS LTDA.,750,3000,
43939339000160,"Omega - Participações, Representações e Administração Ltda",750,3000,
89690127000193,Maria Haas,750,3000,
90049156000150,COOPERATIVA VINICOLA GARIBALDI LTDA,750,3000,
32697294000149,ABES - SOCIEDADE BAIANA DE ENSINO SUPERIOR LTDA,"733,59","2934,37",
8017264000160,Solaris Veiculos Ltda,"729,65","2918,59",
17667875000144,Protenseg Corretera de Seguros Ltda.,"712,5",2850,
47577531000105,Nobelplast Embalagens Ltda.,"701,13","2804,5",
12218680000101,N J F INDUSTRIA E COMERCIO DE MOVEIS LTDA ,700,2800,
2644717000100,TRITON FERTILANCE MAQUINAS AGRICOLAS LTDA ,700,2800,
14886669000137,ALFENAS AMBIENTAL TRATAMENTO DE RESIDUOS E LIMPEZA URBANA LTDA,700,2800,
7316826000103,SUPERMERCADO S & V LTDA - EPP ,700,2800,
23396997000146,Garra Veículos e Equipamentos Ltda.,700,2800,
70946470000128,BONSUCESSO CORRETORA DE SEGUROS LTDA,700,2800,
17585502000124,AVELINO LOGISTICA LTDA.,"695,29","2781,14",
83669614000198,Timaco Tijolos e Mater. de Constr. Ltda,"689,83","2759,32",
10873120000157,GR Parking Estacionamentos Ltda,"687,63","2750,5",
2753327000160,Schmachtenberg & Cia Ltda,675,2700,
11173492000133,By motos Alfenas Veiculos e Peças Ltda.,675,2700,
73113243000100,Cooperativa de Economia e Crédito Mútuo dos Profissionais da Area da Saúde de Araraquara e Região - Sicredi Araraquara,"671,08","2684,32",
5286354000168,Mercantil Nova Bonsucesso Ltda.,"669,64","2678,55",
4252265000138,Centro de Produção Cultural Catibrum Teatro de Bonecos ,"669,38","2677,5",
3750034000191,Cooperativa de Economia e Crédito Mutuo dos Juízes do RS - SICREDI AJURIS,"663,92","2655,69",
5123406000185,Peres e Donato Serviços Ltda.,"663,38","2653,51",
90089566000124,Viera Agrocereais Ltda,"657,5",2630,
11779607000138,CREDIT ONE PARTICIPACOES LTDA.,"630,41","2521,63",
3943268000155,Ayres Serviços de Vigilância Ltda.,625,2500,
5158128000100,Cerealista Amigos da Terra Ltda.,625,2500,
5480599000121,Ourofino Agronegocios Ltda.,625,2500,
12222894000143,MADEM MÁQUINAS LTDA,625,2500,
76089549000166,COMERCIAL ESMERALDA LTDA. ,625,2500,
51558518000186,Rio Verde Representações e Administração Ltda.,625,2500,
5367899000107,Veículos Monlevade Ltda.,625,2500,
93429173000100,MILLER- COMERCIO DE ALIMENTOS LTDA ,625,2500,
19125863000113,Viação Campo Belo Ltda.,625,2500,
11508558000107,SERVY PATRIMONIAL LTDA.,625,2500,
18237465000126,FLYTOUR EVENTOS E TURISMO LTDA,625,2500,
869471000130,Comercio de Combustíveis Toscan Ltda.,625,2500,
89879142000184,PROCEL PROJETOS E CONSTRUCOES ELETRICAS LTDA,625,2500,
4116580000138,Redepeças Redeparts Industria e Comércio Ltda,625,2500,
11163800000140,DHIEGO MAIOLINI MATERIAIS DE CONSTRUCAO LTDA,"619,56","2478,24",
252950000103,Cereais Werlang Ltda,"615,17","2460,68",
2124604000175,METALURGICA RODRIACO LTDA ,600,2400,
14775014000191,Muller Mazzonetto Sociedade de Advogados,600,2400,
1425713000160,Xpert Tecnologia em Automação,600,2400,
952603000193,Chimatur Transportes Coletivos Ltda.,600,2400,
9662315000179,Diabal Distribuidora Balestrin Ltda,"590,72","2362,89",
17408121000170,JJ FARIA SUPERMERCADOS LTDA,"588,85","2355,4",
47059787000120,Auto Posto Santa Rita LTDA.,580,2320,
57839532000134,VALLAIR DO BRASIL INDUSTRIA E COMERCIO LTDA,"579,93","2319,71",
83067264000190,FRANBIFF ALIMENTOS LTDA ,"576,31","2305,25",
89294565000132,Rádio e TV Umbú Ltda,"576,23","2304,9",
2024746000160,POSTO SUPER TIGRE LTDA,"563,47","2253,87",
83647925000156,Dorlytex Industria de Elástico Ltda,"563,25","2253,01",
61368163000116,Calçados Casa Eurico Ltda.,"562,5",2250,
83073486000115,LOJAS PRESIDENTE LTDA ,"562,5",2250,
77766608000156,Frigovel Comercial de Produtos Figorificados Ltda.,"554,87","2219,47",
753867000118,Instituto Ling,"553,5",2214,
7243326000199,CENTRO EDUCACIONAL BADARO BRAGA LTDA ,550,2200,
21511211000169,BIOGAS RIOGRANDENSE LTDA,550,2200,
17112313000134,"SIQUEIRA, NOGUEIRA & SILVA - COMERCIO E REPRESENTACAO DE PRODUTOS AGRICOLAS LTDA",550,2200,
2879731000184,By Moto Ltda.,550,2200,
91615039000179,"Vicencio Paludo, Filhos E Cia. Ltda ",550,2200,
10582761000152,BELTRAME ASSESSORIA CONTABIL S/S LTDA. - ME ,"548,75",2195,
90011305000191,Auto Posto Comboio Ltda,"543,65","2174,58",
79940979000138,Compecril Comércio de Derivados de Petróleo Criciumense Ltda,"535,97","2143,87",
10353107000177,Hoteis Seara Ltda,"532,05","2128,21",
72128440000130,COOPERATIVA ECO CRED MUTUO MEDS R DE J UNICRED-RIO LTDA,"529,17","2116,68",
527703000172,Auto Posto Gramadão de Meridiano Ltda.,"520,5",2082,
23463961000138,Freitas Comércio de Miudezas Ltda,"511,31","2045,25",
10347407000143,"MEIRELES, FREITAS E ALMEIDA SERVICOS DE TELEATENDIMENTO LTDA",500,2000,
88662838000191,Rizzi & Cia Ltda,500,2000,
938747000195,Petrovale Derivados de Petróleo Ltda.,500,2000,
5920697000132,Bombonatto Industria de Alimentos Ltda,500,2000,
17167321000188,Administradora Fortaleza Ltda.,500,2000,
47543145000283,AGRINDUS SA EMPRESA AGRICOLA PASTORIL,500,2000,
18488755000142,Valorem Securitizadora de Crédito S/A,500,2000,
12662352000191,ACUCAREIRA ENERGY LTDA ,500,2000,
87042875000134,SUPERMERCADO COPETTI LTDA,500,2000,
52158854000102,PAPINI CONTABILIDADE E PERICIAS LTDA - EPP,500,2000,
46201083000188,LWART LUBRIFICANTES LTDA,500,2000,
80539778000102,CLINICA UROLOGICA DO OESTE LTDA - EPP,500,2000,
77728988000800,"ALMEIDA MERCADOS - COMERCIO, DISTRIBUIDORA E IMPORTADORA LTDA",500,2000,
94921301000100,COQUEIROS SUPERMERCADOS LTDA,500,2000,
5366458000182,Abastecedora Alfândega Ltda,500,2000,
18467688000180,Comercial Beira Rio Ltda.,500,2000,
78718673000179,COMERCIAL ELETRICA D Z LTDA ,500,2000,
18712309000170,Control Clean Serviços Especializados Ltda,500,2000,
90657198000173,Auto Mecânica Ibirubá S/A,500,2000,
2317836000140,AUTO POSTO GIRUA LTDA - EPP,500,2000,
12459581000103,K2 PARTNERING SOLUTIONS DO BRASIL CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA.,500,2000,
54416458000155,Torrefações Noivacolinenses Ltda,500,2000,
2274615000131,BRASERV RENT-A-CAR LTDA,500,2000,
61891396000107,EXPOL IMPORTACAO E EXPORTACAO LTDA,500,2000,
21824484000163,APC - APOIO EM PATOLOGIA CIRURGICA LTDA,500,2000,
4974847000128,EXIROS.BR LTDA.,"491,75",1967,
793334000160,INCON INDUSTRIA DE CONDIMENTOS LTDA,"490,96","1963,84",
95781019000129,Prolincon Vigilancia Ltda,"490,04","1960,16",
8009757000158,REVEBOR MATERIAIS PARA RECAUCHUTAGEM E BORRACHARIA LTDA,"483,74","1934,97",
91936005000186,S.R. ENGENHARIA INDUSTRIAL LTDA ,"477,75",1911,
17505009000661,Mercantil Administração e Corretagem de Seguros SA,475,1900,
4698507000111,SUPERMERCADO BERTAGNOLLI LTDA,"465,06","1860,22",
83814814000197,Moniari Supermercados Ltda,"462,58","1850,3",
8355527000140,DO VALE FILHO COMERCIAL DE ALIMENTOS LTDA ,"462,5",1850,
91345199000145,SOLUCAO ECONOMIA EMPRESARIAL LTDA ,"450,29","1801,15",
81209355000197,DIFERRAL DISTRIBUIDORA DE FERRO E ACO LTDA ,450,1800,
89336333000108,Signomar Comercio de Bebidas Ltda,450,1800,
8327985000176,PLATINOX COMERCIO DE EQUIPAMENTOS PARA GASTRONOMIA LTDA - ME ,450,1800,
97201362000182,Renovadora de Pneus Hoff Ltda.,450,1800,
5725540000156,AVANTE VEICULOS LTDA,"449,46","1797,85",
2292657000103,Indústria e Comércio de Espumas e Colchões Belém Ltda,"446,25",1785,
20275407000139,DE MARCO & SIMIONI COMERCIO DE VEICULOS LTDA ,"437,5",1750,
25549361000112,Arcelomittal Sistemas S.A.,425,1700,
25521741000149,Supermercado Assim Ltda,"422,5",1690,
3266794000128,POSTO RIACHO LTDA,"422,1","1688,4",
366685000194,Aliança Fomento Comercial Ltda,"412,2","1648,81",
19250984000197,COMERCIAL GONCALVES LTDA,"410,71","1642,85",
5262669000175,Maconorte Comércio de Materiais de Construção Ltda.,"405,08","1620,31",
81164691000160,KGEPEL PAPEIS LTDA ,400,1600,
96231568000192,Pro Security Segurança Patrimonial Ltda.,400,1600,
14570225000198,B2E GROUP,400,1600,
21786793001672,INDUSTRIA E COMERCIO COPAS S/A ,400,1600,
2578240000101,Ravato Diesel Ltda,400,1600,
9352161000119,Supermercados Marinho de Carangola Ltda,400,1600,
6165275000161,ASTER SISTEMAS DE SERVICOS LTDA,400,1600,
97164834000174,FRIGORIFICO SAPE LTDA ,400,1600,
4718973000111,RCC  Veículos Ltda,400,1600,
14345706000108,CIA VIACAO SUL BAHIANO,"398,75",1595,
12385046000155,AUTO POSTO TUPY LTDA - ME,"398,33","1593,32",
5065447000162,AUTO POSTO LIMOEIRO LTDA. ,"392,57","1570,29",
76851492000190,TELEVISÃO CHAPECÓ S.A,"391,83","1567,32",
72067531000102,Bonetti - Comercio de Maquinas Agrícolas Ltda.,388,1552,
10772401000113,Cooperativa de Crédito de Livre Admissão de Associados de Paragominas - Sicredi Paragominas,"386,71","1546,85",
97515845000151,Comercial Mato e Pimentel Ltda - EPP,"386,25",1545,
20414066000135,SISTEL SISTEMAS ELETRICOS LTDA,"386,25","1544,98",
79402426000121,Disbal Distribuidora Balestrin Ltda.,"384,82","1539,28",
17836909000187,Comercial Lima & Lima Ltda ,"382,5",1530,
2292655000106,Indústria e Comércio de Espumas e Colchões Cuiabá Ltda,"381,5",1526,
82120460000118,Aradefe indústria e comércio de malhas Ltda.,"379,77","1519,07",
13733235000134,PRO VEICULOS MULTIMARCAS LTDA ,"378,09","1512,35",
73747016000136,MERCADO GOLLMANN LTDA - ME,375,1500,
8759208000109,PALMIARTE INDUSTRIA DE COMPONENTES PARA CALCADOS LTDA.,375,1500,
87317194000131,TRR Lambari Combustíveis,375,1500,
2839894000133,Rudolph Usinados de Precisão Ltda.,375,1500,
91088765000180,Transportes Henkes Ltda.,375,1500,
18680710000175,Viação Formiga Ltda.,375,1500,
42932129000188,AYRES SERVICOS GERAIS LTDA,375,1500,
17836771000116,Vale Vitoria Serviços Ltda,375,1500,
83567131000182,SUPERMERCADO ZABOT LTDA ,375,1500,
19310309000106,MAROIL Derivados de Petróleo Ltda,375,1500,
16683062000185,"Mercantil do Brasil Corretora S.A Câmbio, Títulos e Valores Mobiliários",375,1500,
3719492000168,Osline Natalia Moreira Lima & Cia LTDA - EPP,375,1500,
6942321000191,Moacyr SM Comércio Ltda ,375,1500,
7004809000130,Posto  Batovi Coml Comb e Der Ltda,375,1500,
4385378000101,AGUA E TERRA PLANEJAMENTO AMBIENTAL LTDA ,375,1500,
3407049000151,VOTORANTIM S.A. ,375,1500,
89996706000169,N & N COMERCIO E PARTICIPACOES LTDA,372,1488,
80714000157,AÇOS CONTINENTE INDUSTRIA E COMERCIO LTDA,"366,25",1465,
13087361000169,RD Armazéns Gerais Ltda.,"359,62","1438,47",
4779713000156,Supermercado Lima Rosario Ltda ,"357,5",1430,
3065046000187,Cooperativa de Crédito de Livre Admissão de Associados do Noroeste do Estado de São Paulo - Sicredi Noroeste SP,"354,64","1418,54",
1875428000140,SALUTE - COMERCIO DE MEDICAMENTOS LTDA - EPP ,"354,41","1417,62",
13813798000132,AGROFARM SUL PARA PRODUTOS AGROQUIMICOS LTDA,354,1416,
5770149000173,GABRIELLA REFRATARIOS LTDA ,"353,9","1415,61",
3392348000160,SERVIOESTE SOLUCOES AMBIENTAIS LTDA,350,1400,
7371495000104,Fazauto Fortaleza Automotores,350,1400,
79406088000104,GABRIELLA REVESTIMENTOS CERAMICOS LTDA,"338,86","1355,43",
27728260000134,Supermercado DSA Ltda. EPP,"337,5",1350,
1643145000173,Toyopabra Veículos e Peça Ltda.,"337,35","1349,39",
96488515000151,Sistema de Ensino Poliedro Vestibulares Ltda.,"333,34","1333,34",
7788510000114,"IN-DENTAL PRODUTOS ODONTOLÓGICOS, MÉDICOS E HOSPITALARES LTDA","331,92","1327,69",
2816111000104,Hayonik Industria e Comercio de Produtos Eletronicos Ltda,325,1300,
3212823000179,Cooperativa de Economia e Crédito Mutuo dos Integrantes da Brigada Militar do RS - SICREDI Militar,"320,65","1282,59",
345307000124,XAXIM COMERCIO DE COMBUSTIVEIS LTDA ,"318,16","1272,63",
1526998000125,Cobalub Ltda,"314,6","1258,41",
7124577000154,AB COMERCIO DE VEICULOS LTDA,"311,88","1247,5",
23876420000131,Estudio Modulo de Arquitetura e Urbanismo LTDA,"307,5",1230,
548444000166,Auto Postos Brittos Ltda,"304,76","1219,05",
10248277000191,DALLA VALLE LOJA DE UTILIDADES LTDA - EPP ,"304,75",1219,
6111337000152,Prisma Auto Posto Ltda.,"302,66","1210,65",
82927385000100,Baterias Pioneiro Industrial Ltda.,300,1200,
9274956000156,By Moto Sul de Minas e Peças Ltda.,300,1200,
5960589000193,SYONET INFORMATICA LTDA - EPP,300,1200,
79063764000186,AUTO POSTO FARTURA DO IGUACU LTDA ,300,1200,
78442068000118,REFRIGERACAO OUROFRIO LTDA,300,1200,
7606029000160,Transportadora Prati-Donaduzzi Ltda.,300,1200,
90429168000100,M.A. BORRACHAS LTDA.,300,1200,
86443611000120,Novax Fomento Mercantil Ltda.,300,1200,
36961837000144,COMBUSTIVEIS E LUBRIFICANTES BUSSOLARO LTDA ,"298,7","1194,78",
2875405000107,"COTRILAC - COMERCIO, TRANSPORTE E INDUSTRIA DE LACTEOS LTDA",295,1180,
1353824000108,SHAULLIN TRANSPORTADOR REVENDEDOR RETALHISTA LTDA,"275,79","1103,14",
89791800000181,Verauto Automóveis Ltda.,275,1100,
96161955000108,Uberval - Uberaba Veículos e Peças Ltda,275,1100,
3588984000404,CANTU OESTE IMPORTACAO E EXPORTACAO LTDA. ,"270,75","1082,98",
57647653000184,Cooperativa de Crédito de Livre Admissão de Associados de Holambra SP,"268,35","1073,39",
85462471000174,Industria de Carrocerias Metálicas Ibiporã Ltda ,264,"1055,98",
97194732000100,Abastecedora de Combustíveis Hoff Ltda.,"262,5",1050,
8961372000196,FARMACIA CECCON LTDA ,"262,5",1050,
13222904000103,EMPRESA HOTELEIRA PORTO MADERO LTDA.,250,1000,
991990000177,Boulos Produtos Industriais Ltda.,250,1000,
88305412000180,Auto Posto Kaninha Ltda.,250,1000,
14698905000191,HOTEL LAGHETTO VIVERONE BENTO LTDA,250,1000,
26113845000187,DAIMAGEM CLINICA DE IMAGINOLOGIA LTDA - EPP,250,1000,
12185833000153,São  Carlos Ambiental - Serv. Limpeza Urbana e Tratamento de Resíduos Ltda.,250,1000,
1607783000139,Silvio Ronaldo Santos de Moraes,250,1000,
88579701000178,Schirmann Materiais e Soluções para Construção Ltda.,250,1000,
5776188000188,INTO - INSTITUTO DE ORTOPEDIA DE BARBACENA LTDA,250,1000,
7125645000108,Eurofral Indústria de Produtos Higiênicos e Termoplásticos Ltda.,250,1000,
17566936000187,Distribuidora de Bebidas Caran-Cola Ltda,250,1000,
5939266000118,Laticínios Bio Ltda,250,1000,
65525404000497,PLANSERVI ENGENHARIA LTDA,250,1000,
54473160000187,Meta Veículos Ltda,250,1000,
54928981000160,L.G. EMPREENDIMENTOS IMOBILIARIOS RIBEIRAO PRETO LTDA - ME,250,1000,
3254761000168,ATACADAO DO FERRO LTDA,250,1000,
82008806000190,SUPERMERCADOS GLORIA LTDA ,"248,83","995,33",
33284522000111,Indústria Hitachi S.A.,"241,54","966,16",
21527470000188,PANIFICACAO GERMANIA LTDA,"231,19","924,74",
1853472000150,ECSA - ESCOLA A CHAVE DO SABER S/S LTDA - EPP,"230,01","920,05",
17408121000331,JJ FARIA SUPERMERCADOS LTDA ,"226,8","907,18",
72538937000126,Credisa Fomento Mercantil Ltda.,225,900,
33073438000159,R D COM E REPRESENTACOES LTDA ,"220,61","882,43",
4853988000192,Cooperativa de Economia e Crédito Mútuo dos Dentistas e Demais Profissionais da Saúde de São Carlos,"217,45","869,8",
1781910000111,AUTO POSTO JARABRITTO'S LTDA,"215,06","860,22",
90740754000170,Lojas Fricke Ltda,"211,75",847,
17127937000125,CONSTRURAMA LTDA,"207,5",830,
10171297000101,FM Pneus Brasil Ltda,"204,99","819,94",
11512642000196,AGUIA BRANCA COMERCIO DE COMBUSTIVEIS LTDA ,"204,35","817,41",
11164913000160,HERA AMBIENTAL S/A. ,200,800,
93059715000109,Maria Helena Monfardini Pozzobon,200,800,
5073797000170,NEW IDEAS COMUNICACAO LTDA.,"199,88","799,5",
5267849000140,José Alves Distribuidora Ltda.,"189,16","756,62",
72256654000191,RADAR SERVICOS LTDA ,"184,02","736,07",
5410725000171,Instituto Santareno de Educação Superior,"176,57","706,28",
38582532000157,COMERCIAL J J MORAIS LTDA ,"175,12","700,46",
4711828000109,SUPERMERCADO SUPER KIKO LTDA,"171,38","685,52",
86437514000124,J MARQUES COMERCIO DE ALIMENTOS LTDA ,"168,99","675,95",
